Name,In.Out,sampledate,TOC.mg.L
Lidan Lidköping,Inflow,1/13/2005 0:00,13.5
Lidan Lidköping,Inflow,2/21/2005 0:00,10
Lidan Lidköping,Inflow,3/15/2005 0:00,10.6
Lidan Lidköping,Inflow,4/12/2005 0:00,11.7
Lidan Lidköping,Inflow,5/12/2005 0:00,11.1
Lidan Lidköping,Inflow,6/15/2005 0:00,14.6
Lidan Lidköping,Inflow,7/18/2005 0:00,13.4
Lidan Lidköping,Inflow,8/15/2005 0:00,13.8
Lidan Lidköping,Inflow,9/15/2005 0:00,14.3
Lidan Lidköping,Inflow,10/12/2005 0:00,13.4
Lidan Lidköping,Inflow,11/17/2005 0:00,11.7
Lidan Lidköping,Inflow,12/14/2005 0:00,11
Lidan Lidköping,Inflow,1/16/2006 0:00,9.4
Lidan Lidköping,Inflow,2/14/2006 0:00,9.2
Lidan Lidköping,Inflow,3/15/2006 0:00,12.3
Lidan Lidköping,Inflow,4/18/2006 0:00,12.2
Lidan Lidköping,Inflow,5/15/2006 0:00,10.8
Lidan Lidköping,Inflow,6/19/2006 0:00,12.2
Lidan Lidköping,Inflow,7/13/2006 0:00,9.1
Lidan Lidköping,Inflow,8/17/2006 0:00,15.3
Lidan Lidköping,Inflow,9/14/2006 0:00,16.5
Lidan Lidköping,Inflow,10/16/2006 0:00,15.7
Lidan Lidköping,Inflow,11/15/2006 0:00,13.9
Lidan Lidköping,Inflow,12/11/2006 0:00,16.9
Lidan Lidköping,Inflow,1/16/2007 0:00,16.2
Lidan Lidköping,Inflow,2/14/2007 0:00,16.2
Lidan Lidköping,Inflow,3/14/2007 0:00,11.8
Lidan Lidköping,Inflow,4/13/2007 0:00,10.6
Lidan Lidköping,Inflow,5/14/2007 0:00,11.8
Lidan Lidköping,Inflow,6/14/2007 0:00,12.5
Lidan Lidköping,Inflow,7/13/2007 0:00,23.2
Lidan Lidköping,Inflow,8/15/2007 0:00,16.9
Lidan Lidköping,Inflow,9/14/2007 0:00,16.4
Lidan Lidköping,Inflow,10/15/2007 0:00,16.8
Lidan Lidköping,Inflow,11/15/2007 0:00,14.9
Lidan Lidköping,Inflow,12/12/2007 0:00,14.7
Nossan Sal,Inflow,1/17/2000 0:00,14.5
Nossan Sal,Inflow,2/14/2000 0:00,10.7
Nossan Sal,Inflow,3/15/2000 0:00,10
Nossan Sal,Inflow,4/10/2000 0:00,12.3
Nossan Sal,Inflow,5/15/2000 0:00,12.7
Nossan Sal,Inflow,6/13/2000 0:00,14.7
Nossan Sal,Inflow,7/17/2000 0:00,22.4
Nossan Sal,Inflow,8/14/2000 0:00,16.4
Nossan Sal,Inflow,9/18/2000 0:00,10.3
Nossan Sal,Inflow,10/16/2000 0:00,14.5
Nossan Sal,Inflow,11/13/2000 0:00,14.8
Nossan Sal,Inflow,12/11/2000 0:00,16
Nossan Sal,Inflow,1/15/2001 0:00,16.1
Nossan Sal,Inflow,2/14/2001 0:00,11
Nossan Sal,Inflow,3/14/2001 0:00,12.7
Nossan Sal,Inflow,4/9/2001 0:00,11.3
Nossan Sal,Inflow,5/14/2001 0:00,13.8
Nossan Sal,Inflow,6/12/2001 0:00,15.5
Nossan Sal,Inflow,7/11/2001 0:00,9
Nossan Sal,Inflow,8/14/2001 0:00,15.9
Nossan Sal,Inflow,9/18/2001 0:00,16.2
Nossan Sal,Inflow,10/17/2001 0:00,16.5
Nossan Sal,Inflow,11/14/2001 0:00,16.1
Nossan Sal,Inflow,12/18/2001 0:00,11.7
Nossan Sal,Inflow,1/16/2002 0:00,11.6
Nossan Sal,Inflow,2/12/2002 0:00,13.6
Nossan Sal,Inflow,3/13/2002 0:00,11.7
Nossan Sal,Inflow,4/15/2002 0:00,10
Nossan Sal,Inflow,5/14/2002 0:00,10.1
Nossan Sal,Inflow,6/12/2002 0:00,19.5
Nossan Sal,Inflow,7/15/2002 0:00,18
Nossan Sal,Inflow,8/13/2002 0:00,18.8
Nossan Sal,Inflow,9/16/2002 0:00,12.5
Nossan Sal,Inflow,10/14/2002 0:00,8
Nossan Sal,Inflow,11/13/2002 0:00,10.9
Nossan Sal,Inflow,12/16/2002 0:00,11
Nossan Sal,Inflow,1/14/2003 0:00,6.6
Nossan Sal,Inflow,2/11/2003 0:00,11.7
Nossan Sal,Inflow,3/17/2003 0:00,11.8
Nossan Sal,Inflow,4/14/2003 0:00,10
Nossan Sal,Inflow,5/14/2003 0:00,12.6
Nossan Sal,Inflow,6/17/2003 0:00,11.6
Nossan Sal,Inflow,7/15/2003 0:00,21.6
Nossan Sal,Inflow,8/13/2003 0:00,16.2
Nossan Sal,Inflow,9/15/2003 0:00,9.2
Nossan Sal,Inflow,10/14/2003 0:00,6.8
Nossan Sal,Inflow,11/17/2003 0:00,9.4
Nossan Sal,Inflow,12/15/2003 0:00,10.1
Nossan Sal,Inflow,1/14/2004 0:00,10.9
Nossan Sal,Inflow,2/16/2004 0:00,12.9
Nossan Sal,Inflow,3/15/2004 0:00,8.4
Nossan Sal,Inflow,4/13/2004 0:00,12.8
Nossan Sal,Inflow,5/11/2004 0:00,9.8
Nossan Sal,Inflow,6/14/2004 0:00,9.6
Nossan Sal,Inflow,7/13/2004 0:00,24
Nossan Sal,Inflow,8/16/2004 0:00,13
Nossan Sal,Inflow,9/15/2004 0:00,14.1
Nossan Sal,Inflow,10/13/2004 0:00,11.8
Nossan Sal,Inflow,11/15/2004 0:00,16.7
Nossan Sal,Inflow,12/14/2004 0:00,12.5
Nossan Sal,Inflow,1/13/2005 0:00,14.2
Nossan Sal,Inflow,2/21/2005 0:00,9.6
Nossan Sal,Inflow,3/15/2005 0:00,9.1
Nossan Sal,Inflow,4/12/2005 0:00,12.6
Nossan Sal,Inflow,5/12/2005 0:00,10.5
Nossan Sal,Inflow,6/15/2005 0:00,15.5
Nossan Sal,Inflow,7/18/2005 0:00,12.8
Nossan Sal,Inflow,8/15/2005 0:00,18.1
Nossan Sal,Inflow,9/15/2005 0:00,13.1
Nossan Sal,Inflow,10/12/2005 0:00,10.3
Nossan Sal,Inflow,11/17/2005 0:00,15.8
Nossan Sal,Inflow,12/14/2005 0:00,13.6
Nossan Sal,Inflow,1/16/2006 0:00,12.9
Nossan Sal,Inflow,2/14/2006 0:00,9.4
Nossan Sal,Inflow,3/15/2006 0:00,11.5
Nossan Sal,Inflow,4/18/2006 0:00,14.1
Nossan Sal,Inflow,5/15/2006 0:00,12.6
Nossan Sal,Inflow,6/19/2006 0:00,12.7
Nossan Sal,Inflow,7/13/2006 0:00,10.9
Nossan Sal,Inflow,8/17/2006 0:00,10.9
Nossan Sal,Inflow,9/14/2006 0:00,19.9
Nossan Sal,Inflow,10/16/2006 0:00,16.6
Nossan Sal,Inflow,11/15/2006 0:00,21.2
Nossan Sal,Inflow,12/11/2006 0:00,19
Nossan Sal,Inflow,1/16/2007 0:00,18.7
Nossan Sal,Inflow,2/14/2007 0:00,13.1
Nossan Sal,Inflow,3/14/2007 0:00,11.7
Nossan Sal,Inflow,4/13/2007 0:00,9.8
Nossan Sal,Inflow,5/14/2007 0:00,10.4
Nossan Sal,Inflow,6/14/2007 0:00,12
Nossan Sal,Inflow,7/13/2007 0:00,27.8
Nossan Sal,Inflow,8/15/2007 0:00,18.4
Nossan Sal,Inflow,9/14/2007 0:00,14.6
Nossan Sal,Inflow,10/15/2007 0:00,16.5
Nossan Sal,Inflow,11/15/2007 0:00,15.7
Nossan Sal,Inflow,12/12/2007 0:00,15.6
Byälven Säffle V,Inflow,1/17/2000 0:00,7.7
Byälven Säffle V,Inflow,2/14/2000 0:00,6.6
Byälven Säffle V,Inflow,3/14/2000 0:00,5.6
Byälven Säffle V,Inflow,4/17/2000 0:00,6.4
Byälven Säffle V,Inflow,5/17/2000 0:00,6.9
Byälven Säffle V,Inflow,6/13/2000 0:00,6.9
Byälven Säffle V,Inflow,7/17/2000 0:00,7.4
Byälven Säffle V,Inflow,8/15/2000 0:00,6.8
Byälven Säffle V,Inflow,9/13/2000 0:00,6.9
Byälven Säffle V,Inflow,10/16/2000 0:00,7.3
Byälven Säffle V,Inflow,11/14/2000 0:00,8.1
Byälven Säffle V,Inflow,11/30/2000 0:00,7.4
Byälven Säffle V,Inflow,12/12/2000 0:00,7.4
Byälven Säffle V,Inflow,1/16/2001 0:00,8.9
Byälven Säffle V,Inflow,2/14/2001 0:00,13.1
Byälven Säffle V,Inflow,3/13/2001 0:00,8.3
Byälven Säffle V,Inflow,4/17/2001 0:00,7.8
Byälven Säffle V,Inflow,5/17/2001 0:00,12.3
Byälven Säffle V,Inflow,6/12/2001 0:00,7.3
Byälven Säffle V,Inflow,7/16/2001 0:00,8.5
Byälven Säffle V,Inflow,8/15/2001 0:00,12.3
Byälven Säffle V,Inflow,9/17/2001 0:00,15.7
Byälven Säffle V,Inflow,10/15/2001 0:00,15.5
Byälven Säffle V,Inflow,11/14/2001 0:00,7.1
Byälven Säffle V,Inflow,12/17/2001 0:00,7.5
Byälven Säffle V,Inflow,1/15/2002 0:00,9.8
Byälven Säffle V,Inflow,2/13/2002 0:00,6.7
Byälven Säffle V,Inflow,3/13/2002 0:00,8.1
Byälven Säffle V,Inflow,4/15/2002 0:00,16.1
Byälven Säffle V,Inflow,5/15/2002 0:00,9
Byälven Säffle V,Inflow,6/17/2002 0:00,8.1
Byälven Säffle V,Inflow,7/15/2002 0:00,10
Byälven Säffle V,Inflow,8/14/2002 0:00,10
Byälven Säffle V,Inflow,9/16/2002 0:00,7.3
Byälven Säffle V,Inflow,10/16/2002 0:00,6.9
Byälven Säffle V,Inflow,11/13/2002 0:00,8.6
Byälven Säffle V,Inflow,12/16/2002 0:00,6.9
Byälven Säffle V,Inflow,1/15/2003 0:00,6.9
Byälven Säffle V,Inflow,2/17/2003 0:00,6.1
Byälven Säffle V,Inflow,3/17/2003 0:00,7.1
Byälven Säffle V,Inflow,4/14/2003 0:00,46.7
Byälven Säffle V,Inflow,5/14/2003 0:00,23.5
Byälven Säffle V,Inflow,6/16/2003 0:00,10.2
Byälven Säffle V,Inflow,7/14/2003 0:00,7.4
Byälven Säffle V,Inflow,8/18/2003 0:00,26
Byälven Säffle V,Inflow,9/15/2003 0:00,11.2
Byälven Säffle V,Inflow,10/15/2003 0:00,7.1
Byälven Säffle V,Inflow,11/17/2003 0:00,16.4
Byälven Säffle V,Inflow,12/15/2003 0:00,6.4
Byälven Säffle V,Inflow,1/14/2004 0:00,6.6
Byälven Säffle V,Inflow,2/16/2004 0:00,6.5
Byälven Säffle V,Inflow,3/16/2004 0:00,6.5
Byälven Säffle V,Inflow,4/14/2004 0:00,6.7
Byälven Säffle V,Inflow,5/17/2004 0:00,5.5
Byälven Säffle V,Inflow,6/15/2004 0:00,6.7
Byälven Säffle V,Inflow,7/14/2004 0:00,30.4
Byälven Säffle V,Inflow,8/17/2004 0:00,6
Byälven Säffle V,Inflow,9/15/2004 0:00,6
Byälven Säffle V,Inflow,10/13/2004 0:00,6.5
Byälven Säffle V,Inflow,11/16/2004 0:00,6.8
Byälven Säffle V,Inflow,12/15/2004 0:00,5.8
Byälven Säffle V,Inflow,1/17/2005 0:00,6.3
Byälven Säffle V,Inflow,2/16/2005 0:00,7.1
Byälven Säffle V,Inflow,3/15/2005 0:00,7.4
Byälven Säffle V,Inflow,4/13/2005 0:00,10.1
Byälven Säffle V,Inflow,5/17/2005 0:00,6.3
Byälven Säffle V,Inflow,6/15/2005 0:00,6.7
Byälven Säffle V,Inflow,7/13/2005 0:00,7.6
Byälven Säffle V,Inflow,8/16/2005 0:00,5.7
Byälven Säffle V,Inflow,9/14/2005 0:00,11.1
Byälven Säffle V,Inflow,10/17/2005 0:00,6.1
Byälven Säffle V,Inflow,11/15/2005 0:00,10.6
Byälven Säffle V,Inflow,12/14/2005 0:00,12.9
Byälven Säffle V,Inflow,1/16/2006 0:00,12.4
Byälven Säffle V,Inflow,2/15/2006 0:00,14.7
Byälven Säffle V,Inflow,3/15/2006 0:00,19.9
Byälven Säffle V,Inflow,4/12/2006 0:00,7.7
Byälven Säffle V,Inflow,5/15/2006 0:00,11.5
Byälven Säffle V,Inflow,6/14/2006 0:00,13.3
Byälven Säffle V,Inflow,7/17/2006 0:00,7.4
Byälven Säffle V,Inflow,8/15/2006 0:00,8.3
Byälven Säffle V,Inflow,9/13/2006 0:00,7
Byälven Säffle V,Inflow,10/16/2006 0:00,9.2
Byälven Säffle V,Inflow,11/15/2006 0:00,14.9
Byälven Säffle V,Inflow,12/13/2006 0:00,11.6
Byälven Säffle V,Inflow,1/15/2007 0:00,14.5
Byälven Säffle V,Inflow,2/14/2007 0:00,10
Byälven Säffle V,Inflow,3/14/2007 0:00,11.2
Byälven Säffle V,Inflow,4/16/2007 0:00,8.3
Byälven Säffle V,Inflow,5/14/2007 0:00,11.6
Byälven Säffle V,Inflow,6/13/2007 0:00,11.3
Byälven Säffle V,Inflow,7/16/2007 0:00,7.3
Byälven Säffle V,Inflow,8/15/2007 0:00,8.5
Byälven Säffle V,Inflow,9/17/2007 0:00,10
Byälven Säffle V,Inflow,10/15/2007 0:00,9.9
Byälven Säffle V,Inflow,11/14/2007 0:00,11.2
Byälven Säffle V,Inflow,12/17/2007 0:00,8.1
Byälven Säffle V,Inflow,1/15/2008 0:00,8.9
Byälven Säffle V,Inflow,2/13/2008 0:00,14
Byälven Säffle V,Inflow,3/17/2008 0:00,19.4
Byälven Säffle V,Inflow,4/15/2008 0:00,7.3
Byälven Säffle V,Inflow,5/14/2008 0:00,9.2
Byälven Säffle V,Inflow,6/16/2008 0:00,14.4
Byälven Säffle V,Inflow,7/15/2008 0:00,8.1
Byälven Säffle V,Inflow,8/13/2008 0:00,10.8
Byälven Säffle V,Inflow,9/15/2008 0:00,8.3
Byälven Säffle V,Inflow,10/15/2008 0:00,10.4
Byälven Säffle V,Inflow,11/17/2008 0:00,13.5
Byälven Säffle V,Inflow,12/15/2008 0:00,13.4
Byälven Säffle V,Inflow,1/14/2009 0:00,10.1
Byälven Säffle V,Inflow,2/16/2009 0:00,23.8
Byälven Säffle V,Inflow,3/16/2009 0:00,7.5
Byälven Säffle V,Inflow,4/15/2009 0:00,11.9
Byälven Säffle V,Inflow,5/13/2009 0:00,15.3
Byälven Säffle V,Inflow,6/15/2009 0:00,8.6
Byälven Säffle V,Inflow,7/15/2009 0:00,9.9
Byälven Säffle V,Inflow,8/17/2009 0:00,9
Byälven Säffle V,Inflow,9/15/2009 0:00,8.6
Byälven Säffle V,Inflow,10/14/2009 0:00,9.3
Byälven Säffle V,Inflow,11/16/2009 0:00,8.4
Byälven Säffle V,Inflow,12/15/2009 0:00,11.6
Byälven Säffle V,Inflow,1/13/2010 0:00,16.9
Byälven Säffle V,Inflow,2/15/2010 0:00,11.7
Byälven Säffle V,Inflow,3/15/2010 0:00,14.8
Byälven Säffle V,Inflow,4/14/2010 0:00,11.6
Byälven Säffle V,Inflow,5/17/2010 0:00,10.1
Byälven Säffle V,Inflow,6/15/2010 0:00,10.9
Byälven Säffle V,Inflow,7/14/2010 0:00,8.9
Byälven Säffle V,Inflow,8/16/2010 0:00,11
Byälven Säffle V,Inflow,9/15/2010 0:00,8.9
Byälven Säffle V,Inflow,10/13/2010 0:00,9
Byälven Säffle V,Inflow,11/15/2010 0:00,9.8
Byälven Säffle V,Inflow,12/15/2010 0:00,8.7
Byälven Säffle V,Inflow,1/17/2011 0:00,10.5
Byälven Säffle V,Inflow,2/15/2011 0:00,9.3
Byälven Säffle V,Inflow,3/15/2011 0:00,15.2
Byälven Säffle V,Inflow,4/13/2011 0:00,7.8
Byälven Säffle V,Inflow,5/16/2011 0:00,11.9
Byälven Säffle V,Inflow,6/15/2011 0:00,8.3
Byälven Säffle V,Inflow,7/13/2011 0:00,9.2
Byälven Säffle V,Inflow,8/15/2011 0:00,12.2
Byälven Säffle V,Inflow,9/14/2011 0:00,8.8
Byälven Säffle V,Inflow,10/17/2011 0:00,8.9
Byälven Säffle V,Inflow,11/15/2011 0:00,9.3
Byälven Säffle V,Inflow,12/14/2011 0:00,10.4
Byälven Säffle V,Inflow,1/16/2012 0:00,8.3
Byälven Säffle V,Inflow,2/15/2012 0:00,11.6
Byälven Säffle V,Inflow,3/14/2012 0:00,9.2
Byälven Säffle V,Inflow,4/16/2012 0:00,8.9
Byälven Säffle V,Inflow,5/15/2012 0:00,11.7
Byälven Säffle V,Inflow,6/13/2012 0:00,10
Byälven Säffle V,Inflow,7/16/2012 0:00,9.5
Byälven Säffle V,Inflow,8/15/2012 0:00,9
Byälven Säffle V,Inflow,9/17/2012 0:00,12
Byälven Säffle V,Inflow,10/15/2012 0:00,8.6
Byälven Säffle V,Inflow,11/14/2012 0:00,9.9
Byälven Säffle V,Inflow,12/17/2012 0:00,9.5
Byälven Säffle V,Inflow,1/15/2013 0:00,8.4
Byälven Säffle V,Inflow,2/13/2013 0:00,9
Byälven Säffle V,Inflow,3/18/2013 0:00,9.4
Byälven Säffle V,Inflow,4/15/2013 0:00,9
Byälven Säffle V,Inflow,5/15/2013 0:00,8.6
Byälven Säffle V,Inflow,6/17/2013 0:00,8.7
Byälven Säffle V,Inflow,7/15/2013 0:00,8.8
Byälven Säffle V,Inflow,8/14/2013 0:00,8.5
Byälven Säffle V,Inflow,9/16/2013 0:00,8.2
Byälven Säffle V,Inflow,10/15/2013 0:00,7.8
Byälven Säffle V,Inflow,11/13/2013 0:00,7.9
Byälven Säffle V,Inflow,12/16/2013 0:00,8
Byälven Säffle V,Inflow,1/15/2014 0:00,8.3
Byälven Säffle V,Inflow,2/17/2014 0:00,8.4
Byälven Säffle V,Inflow,3/17/2014 0:00,8.2
Byälven Säffle V,Inflow,4/15/2014 0:00,8.7
Byälven Säffle V,Inflow,5/14/2014 0:00,8.2
Byälven Säffle V,Inflow,6/16/2014 0:00,8.4
Byälven Säffle V,Inflow,7/15/2014 0:00,8.2
Byälven Säffle V,Inflow,8/13/2014 0:00,8.1
Byälven Säffle V,Inflow,9/15/2014 0:00,7.6
Byälven Säffle V,Inflow,10/15/2014 0:00,7.1
Byälven Säffle V,Inflow,11/17/2014 0:00,8.7
Byälven Säffle V,Inflow,12/15/2014 0:00,8.8
Borgviksån Borgvik,Inflow,1/17/2000 0:00,6.4
Borgviksån Borgvik,Inflow,2/14/2000 0:00,6.1
Borgviksån Borgvik,Inflow,3/14/2000 0:00,5.1
Borgviksån Borgvik,Inflow,4/17/2000 0:00,5.7
Borgviksån Borgvik,Inflow,5/17/2000 0:00,6.4
Borgviksån Borgvik,Inflow,6/13/2000 0:00,6.4
Borgviksån Borgvik,Inflow,7/17/2000 0:00,6.7
Borgviksån Borgvik,Inflow,8/15/2000 0:00,6.2
Borgviksån Borgvik,Inflow,9/13/2000 0:00,6.4
Borgviksån Borgvik,Inflow,10/16/2000 0:00,7
Borgviksån Borgvik,Inflow,11/14/2000 0:00,6.6
Borgviksån Borgvik,Inflow,11/30/2000 0:00,6.6
Borgviksån Borgvik,Inflow,12/12/2000 0:00,6.2
Borgviksån Borgvik,Inflow,1/16/2001 0:00,7.9
Borgviksån Borgvik,Inflow,2/14/2001 0:00,11.4
Borgviksån Borgvik,Inflow,3/13/2001 0:00,7.3
Borgviksån Borgvik,Inflow,4/17/2001 0:00,7.5
Borgviksån Borgvik,Inflow,5/17/2001 0:00,12.2
Borgviksån Borgvik,Inflow,6/12/2001 0:00,8.4
Borgviksån Borgvik,Inflow,7/16/2001 0:00,10.2
Borgviksån Borgvik,Inflow,8/15/2001 0:00,8.7
Borgviksån Borgvik,Inflow,9/17/2001 0:00,8.9
Borgviksån Borgvik,Inflow,10/15/2001 0:00,10.4
Borgviksån Borgvik,Inflow,11/14/2001 0:00,12.5
Borgviksån Borgvik,Inflow,12/17/2001 0:00,7.1
Borgviksån Borgvik,Inflow,1/15/2002 0:00,10.8
Borgviksån Borgvik,Inflow,2/13/2002 0:00,6.3
Borgviksån Borgvik,Inflow,3/13/2002 0:00,7.1
Borgviksån Borgvik,Inflow,4/15/2002 0:00,12.3
Borgviksån Borgvik,Inflow,5/15/2002 0:00,46.7
Borgviksån Borgvik,Inflow,6/17/2002 0:00,15.1
Borgviksån Borgvik,Inflow,7/15/2002 0:00,14.1
Borgviksån Borgvik,Inflow,8/14/2002 0:00,7
Borgviksån Borgvik,Inflow,9/16/2002 0:00,11.6
Borgviksån Borgvik,Inflow,10/16/2002 0:00,6.2
Borgviksån Borgvik,Inflow,11/13/2002 0:00,11.5
Borgviksån Borgvik,Inflow,12/16/2002 0:00,5.7
Borgviksån Borgvik,Inflow,1/15/2003 0:00,6.7
Borgviksån Borgvik,Inflow,2/17/2003 0:00,5.7
Borgviksån Borgvik,Inflow,3/17/2003 0:00,15
Borgviksån Borgvik,Inflow,4/14/2003 0:00,11.4
Borgviksån Borgvik,Inflow,5/14/2003 0:00,6.5
Borgviksån Borgvik,Inflow,6/16/2003 0:00,20.8
Borgviksån Borgvik,Inflow,7/14/2003 0:00,6.6
Borgviksån Borgvik,Inflow,8/18/2003 0:00,7.5
Borgviksån Borgvik,Inflow,9/15/2003 0:00,37.2
Borgviksån Borgvik,Inflow,10/15/2003 0:00,21.6
Borgviksån Borgvik,Inflow,11/17/2003 0:00,27.1
Borgviksån Borgvik,Inflow,12/15/2003 0:00,12.2
Borgviksån Borgvik,Inflow,1/14/2004 0:00,6.1
Borgviksån Borgvik,Inflow,2/16/2004 0:00,8.2
Borgviksån Borgvik,Inflow,3/16/2004 0:00,5.9
Borgviksån Borgvik,Inflow,4/14/2004 0:00,7.9
Borgviksån Borgvik,Inflow,5/17/2004 0:00,5.7
Borgviksån Borgvik,Inflow,6/15/2004 0:00,5.5
Borgviksån Borgvik,Inflow,7/14/2004 0:00,19.9
Borgviksån Borgvik,Inflow,8/17/2004 0:00,5.6
Borgviksån Borgvik,Inflow,9/15/2004 0:00,5.4
Borgviksån Borgvik,Inflow,10/13/2004 0:00,8.4
Borgviksån Borgvik,Inflow,11/16/2004 0:00,6.3
Borgviksån Borgvik,Inflow,12/15/2004 0:00,5.6
Borgviksån Borgvik,Inflow,1/17/2005 0:00,5.5
Borgviksån Borgvik,Inflow,2/16/2005 0:00,5.9
Borgviksån Borgvik,Inflow,3/15/2005 0:00,5.7
Borgviksån Borgvik,Inflow,4/13/2005 0:00,8.2
Borgviksån Borgvik,Inflow,5/17/2005 0:00,6.4
Borgviksån Borgvik,Inflow,6/15/2005 0:00,7.2
Borgviksån Borgvik,Inflow,7/13/2005 0:00,6.7
Borgviksån Borgvik,Inflow,8/16/2005 0:00,4.9
Borgviksån Borgvik,Inflow,9/14/2005 0:00,7.9
Borgviksån Borgvik,Inflow,10/17/2005 0:00,9.5
Borgviksån Borgvik,Inflow,11/15/2005 0:00,9.6
Borgviksån Borgvik,Inflow,12/14/2005 0:00,6.1
Borgviksån Borgvik,Inflow,1/16/2006 0:00,14.2
Borgviksån Borgvik,Inflow,2/15/2006 0:00,5.6
Borgviksån Borgvik,Inflow,3/15/2006 0:00,19.1
Borgviksån Borgvik,Inflow,4/12/2006 0:00,11.4
Borgviksån Borgvik,Inflow,5/15/2006 0:00,7.7
Borgviksån Borgvik,Inflow,6/14/2006 0:00,11.6
Borgviksån Borgvik,Inflow,7/17/2006 0:00,5.7
Borgviksån Borgvik,Inflow,8/15/2006 0:00,9.3
Borgviksån Borgvik,Inflow,9/13/2006 0:00,6.3
Borgviksån Borgvik,Inflow,10/16/2006 0:00,7.6
Borgviksån Borgvik,Inflow,11/15/2006 0:00,9.1
Borgviksån Borgvik,Inflow,12/13/2006 0:00,6.9
Borgviksån Borgvik,Inflow,1/15/2007 0:00,6.6
Borgviksån Borgvik,Inflow,2/14/2007 0:00,6.7
Borgviksån Borgvik,Inflow,3/14/2007 0:00,6.6
Borgviksån Borgvik,Inflow,4/16/2007 0:00,7.2
Borgviksån Borgvik,Inflow,5/14/2007 0:00,8
Borgviksån Borgvik,Inflow,6/13/2007 0:00,7.8
Borgviksån Borgvik,Inflow,7/16/2007 0:00,6.8
Borgviksån Borgvik,Inflow,8/15/2007 0:00,8.5
Borgviksån Borgvik,Inflow,9/17/2007 0:00,14.1
Borgviksån Borgvik,Inflow,10/15/2007 0:00,7.7
Borgviksån Borgvik,Inflow,11/14/2007 0:00,9.2
Borgviksån Borgvik,Inflow,12/17/2007 0:00,6.3
Borgviksån Borgvik,Inflow,1/15/2008 0:00,8.4
Borgviksån Borgvik,Inflow,2/13/2008 0:00,7.6
Borgviksån Borgvik,Inflow,3/17/2008 0:00,8.8
Borgviksån Borgvik,Inflow,4/15/2008 0:00,10.3
Borgviksån Borgvik,Inflow,5/14/2008 0:00,10.6
Borgviksån Borgvik,Inflow,6/16/2008 0:00,7.8
Borgviksån Borgvik,Inflow,7/15/2008 0:00,7.9
Borgviksån Borgvik,Inflow,8/13/2008 0:00,7.5
Borgviksån Borgvik,Inflow,9/15/2008 0:00,8.5
Borgviksån Borgvik,Inflow,10/15/2008 0:00,8.4
Borgviksån Borgvik,Inflow,11/17/2008 0:00,8.9
Borgviksån Borgvik,Inflow,12/15/2008 0:00,9.1
Borgviksån Borgvik,Inflow,1/14/2009 0:00,7.4
Borgviksån Borgvik,Inflow,2/16/2009 0:00,7.7
Borgviksån Borgvik,Inflow,3/16/2009 0:00,7.8
Borgviksån Borgvik,Inflow,4/15/2009 0:00,10.1
Borgviksån Borgvik,Inflow,5/13/2009 0:00,9
Borgviksån Borgvik,Inflow,6/15/2009 0:00,7.5
Borgviksån Borgvik,Inflow,7/15/2009 0:00,8.8
Borgviksån Borgvik,Inflow,8/17/2009 0:00,7.9
Borgviksån Borgvik,Inflow,9/15/2009 0:00,9.1
Borgviksån Borgvik,Inflow,10/14/2009 0:00,7.5
Borgviksån Borgvik,Inflow,11/16/2009 0:00,7.4
Borgviksån Borgvik,Inflow,12/15/2009 0:00,7.4
Borgviksån Borgvik,Inflow,1/13/2010 0:00,11.2
Borgviksån Borgvik,Inflow,2/15/2010 0:00,11.5
Borgviksån Borgvik,Inflow,3/15/2010 0:00,8.5
Borgviksån Borgvik,Inflow,4/14/2010 0:00,7.9
Borgviksån Borgvik,Inflow,5/17/2010 0:00,11.1
Borgviksån Borgvik,Inflow,6/15/2010 0:00,9.7
Borgviksån Borgvik,Inflow,7/14/2010 0:00,6.5
Borgviksån Borgvik,Inflow,8/16/2010 0:00,8.3
Borgviksån Borgvik,Inflow,9/15/2010 0:00,7.7
Borgviksån Borgvik,Inflow,10/13/2010 0:00,11.8
Borgviksån Borgvik,Inflow,11/15/2010 0:00,8.4
Borgviksån Borgvik,Inflow,12/15/2010 0:00,8.6
Borgviksån Borgvik,Inflow,1/17/2011 0:00,8.2
Borgviksån Borgvik,Inflow,2/15/2011 0:00,9.2
Borgviksån Borgvik,Inflow,3/15/2011 0:00,7.5
Borgviksån Borgvik,Inflow,4/13/2011 0:00,7.4
Borgviksån Borgvik,Inflow,5/16/2011 0:00,8.7
Borgviksån Borgvik,Inflow,6/15/2011 0:00,8.7
Borgviksån Borgvik,Inflow,7/13/2011 0:00,8.1
Borgviksån Borgvik,Inflow,8/15/2011 0:00,7.7
Borgviksån Borgvik,Inflow,9/14/2011 0:00,9
Borgviksån Borgvik,Inflow,10/17/2011 0:00,7.8
Borgviksån Borgvik,Inflow,11/15/2011 0:00,7.5
Borgviksån Borgvik,Inflow,12/14/2011 0:00,10.1
Borgviksån Borgvik,Inflow,1/16/2012 0:00,7.2
Borgviksån Borgvik,Inflow,2/15/2012 0:00,10.8
Borgviksån Borgvik,Inflow,3/14/2012 0:00,17
Borgviksån Borgvik,Inflow,4/16/2012 0:00,10.8
Borgviksån Borgvik,Inflow,5/15/2012 0:00,NA
Borgviksån Borgvik,Inflow,6/13/2012 0:00,9.3
