site_name,usgs_site_id,hu,sampledate,sample_time,time_zone,sampling_method,anc,anc_1,c13_c12_ratio,ca,cl,co2,co3,color,conductance_field,conductance_lab,dic,dkn,do,doc,don,dp,f,fe,h_ion,h20_hardness,h20_hardness_2,hco3,k,mg,mn,n_mixed,n_mixed_1,n_mixed_2,na,nh3_nh4,nh3_nh4_1,nh3_nh4_2,nh3_nh4_3,no2,no2_2,no3,no3_2,no32,no32_2,o18_o16_ratio,o2sat,ph_field,ph_lab,po4,po4_2,s,sar,si,so4,spc,sr,tds,tds_1,tds_2,tkn,toc,ton,tp,tp_2,tpc,tpn
STEVENSON CREEK,5357225,7050002,9/25/2000,12:47:00,CDT,GRAB,,,,13.1,0.6,,,,,,,,,,,,,260,,48.5,,,0.53,3.83,,,,,2.11,,,,,,,,,,,,,,,,,,0.13,,2.7,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/25/2000,12:25:00,CDT,GRAB,,,,12.5,2.2,,,,,,,,,,,,,,,44,,,0.77,3.1,,,,,1.93,,,,,,,,,,,,,,,,,,0.13,,6,9,,,,,,,,,,,
TROUT RIVER,5357245,7050002,9/25/2000,15:27:00,CDT,GRAB,,,,11.9,2.3,,,,,,,,,,,,,,,43.3,,,0.52,3.29,,,,,2.52,,,,,,,,,,,,,,,,,,0.17,,3.2,11,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,11/28/2000,11:00:00,CST,GRAB,,,,12.3,1,,,,,,,,,,,,,,0.00004,45.6,,,0.75,3.61,,,,,2.29,,,,,,,,,,,,,7.4,,,,,0.15,,3.5,10,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,11/28/2000,10:45:00,CST,GRAB,,,,12.7,1.5,,,,,,,,,,,,,80,0.00003,47,,,0.73,3.71,,,,,2.2,,,,,,,,,,,,,7.5,,,,,0.14,,5.1,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,11/28/2000,10:30:00,CST,GRAB,,,,12.8,2.4,,,,,,,,,,,,,,0.00003,44.6,,,0.95,3.08,,,,,2.03,,,,,,,,,,,,,7.6,,,,,0.13,,6.4,9,,,,,,,,,,,
TROUT RIVER,5357245,7050002,11/28/2000,11:30:00,CST,GRAB,,,,12.3,2.1,,,,,,,,,,,,,,0.00002,44.8,,,0.66,3.41,,,,,2.61,,,,,,,,,,,,,7.6,,,,,0.17,,3.2,11,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/16/2001,14:45:00,CST,GRAB,983,,,9.92,1.1,4.5,,,,,,,,,,,,100,0.00005,37.8,,,0.31,3.16,10,,,,1.71,,,,,,,,,,,,,7.3,,,,,0.12,,3.7,9,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/16/2001,13:30:00,CST,GRAB,1120,,,16.3,1.1,4.6,,,,,,,,,,,,,0.00004,58.7,,,0.73,4.36,,,,,2.08,,,,,,,,,,,,,7.4,,,,,0.12,,2.9,7,,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/16/2001,12:45:00,CST,GRAB,756,,,9.31,2.3,4.1,,,,,,,,,,,,,0.00006,35.7,,,0.34,3.03,30,,,,1.81,,,,,,,,,,,,,7.3,,,,,0.13,,6,10,,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/16/2001,17:25:00,CST,GRAB,931,,,9.7,2,3.3,,,,,,,,,,,,,0.00004,35.1,,,0.61,2.63,10,,,,1.81,,,,,,,,,,,,,7.4,,,,,0.13,,3.6,10,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/23/2001,14:25:00,CDT,GRAB,766,,,9.31,0.9,3.7,,,,,,,,,,,,,0.00005,35.7,,,0.34,3.03,30,,,,1.81,,,,,,,,,,,,,7.3,,,,,0.13,,3.2,10,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/23/2001,14:15:00,CDT,GRAB,905,,,9.92,0.9,4.1,,,,,,,,,,,,100,0.00005,37.8,,,0.31,3.16,10,,,,1.71,,,,,,,,,,,,,7.3,,,,,0.12,,2.1,9,,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/23/2001,14:05:00,CDT,GRAB,,,,9.7,2.2,,,,,,,,,,,,,,0.00007,35.1,,,0.61,2.63,10,,,,1.81,,,,,,,,,,,,,7.1,,,,,0.13,,5,10,,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/23/2001,14:39:00,CDT,GRAB,889,,,10.8,2.4,1,,,,,,,,,,,,,0.00001,40,,,0.48,3.16,10,,,,2.27,,,,,,,,,,,,,7.9,,,,,0.16,,3.3,11,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/25/2001,10:25:00,CDT,GRAB,,,,5.99,0.7,,,,,,,,,,,,,,,22.1,,,0.15,1.72,40,,,,0.77,,,,,,,,,,,,,,,,,,0.07,,3.2,7,10,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/25/2001,10:15:00,CDT,GRAB,,,,3.14,0.7,,,,,,,,,,,,,,,11.4,,,0.09,0.87,,,,,0.34,,,,,,,,,,,,,,,,,,0.04,,2.2,6,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/25/2001,10:00:00,CDT,GRAB,,,,0.67,2.4,,,,,,,,,,,,,,,2.32,,,0.06,0.16,,,,,0.09,,,,,,,,,,,,,,,,,,0.03,,3.4,8,,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/25/2001,10:40:00,CDT,GRAB,,,,4.63,2.8,,,,,,,,,,,,,,,16.5,,,0.27,1.2,,,,,0.9,,,,,,,,,,,,,,,,,,0.1,,3.6,10,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,9/11/2001,12:50:00,CDT,GRAB,,,,10.6,,,,,,,,,,,,,,,,38.3,,,0.53,2.86,10,,,,1.6,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,9/11/2001,12:40:00,CDT,GRAB,,,,14.8,,,,,,,,,,,,,,,,53.6,,,0.66,4.03,20,,,,1.72,,,,,,,,,,,,,,,,,,0.1,,,6,30,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/11/2001,12:22:00,CDT,GRAB,,,,3.9,,,,,,,,,,,,,,,,13.5,,,0.38,0.91,,,,,0.53,,,,,,,,,,,,,,,,,,0.06,,,8,,,,,,,,,,,
TROUT RIVER,5357245,7050002,9/11/2001,13:05:00,CDT,GRAB,,,,1.72,,,,,,,,,,,,,,,,6.07,,,0.15,0.43,20,,,,0.33,,,,,,,,,,,,,,,,,,0.06,,,10,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,11/30/2001,11:53:00,CST,GRAB,,,,0.61,,,,,,,,,,,,,,,,2.26,,,0.05,0.18,,,,,0.12,,,,,,,,,,,,,,,,,,0.03,,,10,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,11/30/2001,11:41:00,CST,GRAB,,,,12.4,,,,,,,,,,,,,,,,44.9,,,0.83,3.39,30,,,,1.66,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,11/30/2001,11:30:00,CST,GRAB,,,,8.67,,,,,,,,,,,,,,,,30,,,0.82,2.03,20,,,,1.18,,,,,,,,,,,,,,,,,,0.09,,,8,10,,,,,,,,,,
TROUT RIVER,5357245,7050002,11/30/2001,11:00:00,CST,GRAB,,,,7.72,,,,,,,,,,,,,,,,27.5,,,0.52,1.99,,,,,1.27,,,,,,,,,,,,,,,,,,0.11,,,9,10,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/18/2002,12:50:00,CST,GRAB,,,,12.4,0.7,,,,,,,,,,,,,,,44.6,,,0.79,3.3,,,,,1.8,,,,,,,,,,,,,,,,,,0.12,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/18/2002,16:25:00,CST,GRAB,,,,12.2,0.6,,,,,,,,,,,,,,,43.3,,,0.75,3.11,,,,,1.44,,,,,,,,,,,,,,,,,,0.1,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/18/2002,15:46:00,CST,GRAB,,,,11.2,2.2,,,,,,,,,,,,,,,38.7,,,0.97,2.59,,,,,1.53,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/18/2002,13:30:00,CST,GRAB,,,,8.92,2.1,,,,,,,,,,,,,,,31.9,,,0.55,2.33,,,,,1.4,,,,,,,,,,,,,,,,,,0.11,,,9,10,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/31/2002,13:30:00,CDT,GRAB,,,,8.96,0.5,,,,,,,,,,,,,,,33.2,,,0.62,2.63,,,,,1.41,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/31/2002,13:18:00,CDT,GRAB,,,,11.2,0.7,,,,,,,,,,,,,,,40.8,,,0.51,3.1,,,,,1.52,,,,,,,,,,,,,,,,,,0.1,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/31/2002,13:00:00,CDT,GRAB,,,,9.56,1.6,,,,,,,,,,,,,,,33.2,,,0.67,2.27,,,,,1.43,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/31/2002,13:43:00,CDT,GRAB,,,,9.52,2,,,,,,,,,,,,,,,33.9,,,0.59,2.45,,,,,1.56,,,,,,,,,,,,,,,,,,0.12,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/31/2002,12:30:00,CDT,GRAB,,,,9.22,0.8,,,,,,,,,,,,,,,34.5,,,0.26,2.77,,,,,1.28,,,,,,,,,,,,,,,,,,0.09,,,7,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/31/2002,12:16:00,CDT,GRAB,,,,10.8,0.5,,,,,,,,,,,,,,,38.8,,,0.32,2.86,,,,,1.2,,,,,,,,,,,,,,,,,,0.08,,,6,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/31/2002,12:05:00,CDT,GRAB,,,,9.05,3.4,,,,,,,,,,,,,,,31.6,,,1.14,2.19,,,,,1.42,,,,,,,,,,,,,,,,,,0.11,,,9,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/31/2002,12:48:00,CDT,GRAB,,,,11.3,2.2,,,,,,,,,,,,,,,40.3,,,0.74,2.94,,,,,1.83,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,10/15/2002,15:35:00,CDT,GRAB,,,,9.19,,,,,,,,,,,,,,,,32.8,,,0.59,2.39,,,,,1.52,,,,,,,,,,,,,,,,,,0.12,,,9,10,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/18/2003,14:39:00,CST,GRAB,,,,12.7,1.1,,,,,,,,,,,,,,,45.6,,,0.86,3.37,,,,,1.88,,,,,,,,,,,,,,,,,,0.12,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/18/2003,14:27:00,CST,GRAB,,,,11.6,1.1,,,,,,,,,,,,,,,41.9,,,1.35,3.14,,,,,1.65,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/18/2003,13:48:00,CST,GRAB,,,,9.49,1.9,,,,,,,,,,,,,,,33.5,,,1.18,2.37,,,,,1.4,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/18/2003,14:07:00,CST,GRAB,,,,13.4,2.2,,,,,,,,,,,,,,,48.1,,,0.9,3.55,,,,,2.21,,,,,,,,,,,,,,,,,,0.14,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/28/2003,15:10:00,CDT,GRAB,,,,10.9,0.6,,,,,,,,,,,,,,,40.1,,,0.76,3.12,60,,,,1.66,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/28/2003,14:25:00,CDT,GRAB,,,,11.9,0.4,,,,,,,,,,,,,,,42.8,,,0.69,3.18,80,,,,1.71,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/28/2003,14:15:00,CDT,GRAB,,,,9.12,1.7,,,,,,,,,,,,,,,32.2,,,0.86,2.29,,,,,1.46,,,,,,,,,,,,,,,,,,0.11,,,9,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/28/2003,15:30:00,CDT,GRAB,,,,12.2,1.8,,,,,,,,,,,,,,,43.8,,,0.79,3.23,,,,,1.99,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/31/2003,14:42:00,CDT,GRAB,,,,11.4,1.1,,,,,,,,,,,,,,,42.3,,,0.36,3.36,10,,,,1.65,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/31/2003,15:15:00,CDT,GRAB,,,,12.2,5.3,,,,,,,,,,,,,,,44.6,,,0.55,3.43,,,,,1.66,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/31/2003,15:01:00,CDT,GRAB,,,,9.51,2.3,,,,,,,,,,,,,,,33.8,,,0.86,2.44,,,,,1.72,,,,,,,,,,,,,,,,,,0.13,,,10,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/31/2003,16:40:00,CDT,GRAB,,,,12.5,2,,,,,,,,,,,,,,,44.8,,,0.79,3.3,,,,,2.03,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,9/2/2003,16:38:00,CDT,GRAB,,,,10.9,0.3,,,,,,,,,,,,,,,41.3,,,0.35,3.41,,,,,1.58,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,9/2/2003,16:20:00,CDT,GRAB,,,,15.6,0.4,,,,,,,,,,,,,,,57.1,,,1.26,4.39,,,,,2.03,,,,,,,,,,,,,,,,,,0.12,,,7,30,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/2/2003,16:00:00,CDT,GRAB,,,,9.76,2.1,,,,,,,,,,,,,,,34.2,,,1.08,2.38,,,,,1.65,,,,,,,,,,,,,,,,,,0.12,,,9,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,9/2/2003,17:10:00,CDT,GRAB,,,,12.6,2.2,,,,,,,,,,,,,,,45.3,,,0.78,3.36,,,,,2.23,,,,,,,,,,,,,,,,,,0.14,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/18/2004,16:10:00,CST,GRAB,,,,20.6,0.8,,,,,,,,,,,,,,,67.9,,,1.11,3.98,60,,,,2.54,,,,,,,,,,,,,,,,,,0.13,,,7,40,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/18/2004,15:45:00,CST,GRAB,,,,14,0.8,,,,,,,,,,,,,,,49.9,,,0.99,3.63,10,,,,1.77,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/18/2004,15:30:00,CST,GRAB,,,,11.4,2,,,,,,,,,,,,,,,39.5,,,0.96,2.68,20,,,,1.53,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/18/2004,16:25:00,CST,GRAB,,,,13.9,2.1,,,,,,,,,,,,,,,49.3,,,0.86,3.53,,,,,2.25,,,,,,,,,,,,,,,,,,0.14,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/15/2004,14:15:00,CDT,GRAB,,,,21.5,1,,,,,,,,,,,,,,,78.3,,,1.67,5.96,,,,,3.44,,,,,,,,,,,,,,,,,,0.17,,,9,40,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/15/2004,15:05:00,CDT,GRAB,,,,13.1,0.8,,,,,,,,,,,,,,,44.6,,,0.9,2.87,,,,,1.92,,,,,,,,,,,,,,,,,,0.13,,,8,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/15/2004,13:00:00,CDT,GRAB,,,,6.98,1.6,,,,,,,,,,,,,,,24.5,,,1.1,1.72,,,,,1.19,,,,,,,,,,,,,,,,,,0.1,,,9,10,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/15/2004,18:20:00,CDT,GRAB,,,,13.4,1.9,,,,,,,,,,,,,,,47.2,,,0.82,3.33,,,,,2.13,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/29/2004,14:28:00,CDT,GRAB,,,,11,0.2,,,,,,,,,,,,,,,41,,,0.04,3.28,,,,,1.33,,,,,,,,,,,,,,,,,,0.09,,,7,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/29/2004,14:10:00,CDT,GRAB,,,,13,0.4,,,,,,,,,,,,,,,47.5,,,0.66,3.65,,,,,1.72,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/29/2004,13:50:00,CDT,GRAB,,,,12.3,1.7,,,,,,,,,,,,,,,41.5,,,0.86,2.62,,,,,1.76,,,,,,,,,,,,,,,,,,0.12,,,8,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/29/2004,15:00:00,CDT,GRAB,,,,12.5,2.4,,,,,,,,,,,,,,,44.9,,,0.81,3.31,,,,,2.32,,,,,,,,,,,,,,,,,,0.15,,,10,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/10/2005,11:20:00,CST,GRAB,,,,13.8,0.8,,,,,,,,,,,,,,,49.1,,,0.89,3.56,70,,,,2.04,,,,,,,,,,,,,,,,,,0.13,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/10/2005,12:30:00,CST,GRAB,,,,15.6,0.4,,,,,,,,,,,,,,,55.7,,,1.02,4.07,100,,,,1.89,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/10/2005,11:40:00,CST,GRAB,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/10/2005,9:55:00,CST,GRAB,,,,13.4,2.2,,,,,,,,,,,,,,,48.2,,,0.91,3.57,,,,,2.15,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/10/2005,10:45:00,CDT,GRAB,,,,11.6,0.5,,,,,,,,,,,,,,,41.8,,,0.69,3.12,30,,,,1.75,,,,,,,,,,,,,,,,,,0.12,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/10/2005,11:00:00,CDT,GRAB,,,,12.5,0.3,,,,,,,,,,,,,,,45.2,,,0.83,3.38,60,,,,1.69,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/10/2005,12:00:00,CDT,GRAB,,,,12.3,1.8,,,,,,,,,,,,,,,42.6,,,0.99,2.88,,,,,1.58,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/10/2005,9:30:00,CDT,GRAB,,,,12.9,1.9,,,,,,,,,,,,,,,46.2,,,0.93,3.4,,,,,2.15,,,,,,,,,,,,,,,,,,0.14,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/12/2005,11:05:00,CDT,GRAB,,,,10.8,0.2,,,,,,,,,,,,,,,40.9,,,0.12,3.37,,,,,1.27,,,,,,,,,,,,,,,,,,0.09,,,6,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/12/2005,12:20:00,CDT,GRAB,,,,13.9,0.3,,,,,,,,,,,,,,,49.8,,,0.82,3.66,30,,,,1.74,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/12/2005,12:15:00,CDT,GRAB,,,,12.7,2.1,,,,,,,,,,,,,,,44.1,,,0.83,3.01,,,,,1.69,,,,,,,,,,,,,,,,,,0.11,,,8,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/12/2005,9:25:00,CDT,GRAB,,,,13.3,2,,,,,,,,,,,,,,,47.1,,,0.95,3.36,,,,,2.2,,,,,,,,,,,,,,,,,,0.14,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,9/21/2005,11:25:00,CDT,GRAB,,,,11.6,0.5,,,,,,,,,,,,,,,43.7,,,0.78,3.57,,,,,2.06,,,,,,,,,,,,,,,,,,0.14,,,9,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,9/21/2005,10:20:00,CDT,GRAB,,,,14.6,0.4,,,,,,,,,,,,,,,53.3,,,0.96,4.09,40,,,,1.74,,,,,,,,,,,,,,,,,,0.1,,,6,30,,,,,,,,,,
NORTH CREEK,5357230,7050002,9/21/2005,9:40:00,CDT,GRAB,,,,13.4,1.8,,,,,,,,,,,,,,,46,,,1.13,3.04,,,,,1.68,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,9/21/2005,9:10:00,CDT,GRAB,,,,13.5,2.1,,,,,,,,,,,,,,,47.7,,,0.83,3.39,,,,,2.14,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,11/15/2005,12:05:00,CST,GRAB,,,,12.1,1.8,,,,,,,,,,,,,,,41.6,,,0.98,2.75,10,,,,1.52,,,,,,,,,,,,,,,,,,0.1,,,7,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,11/16/2005,13:10:00,CST,GRAB,,,,13,0.5,,,,,,,,,,,,,,,46.4,,,0.86,3.38,,,,,1.91,,,,,,,,,,,,,,,,,,0.12,,,8,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,11/16/2005,12:20:00,CST,GRAB,,,,12.1,0.3,,,,,,,,,,,,,,,44.7,,,0.74,3.51,10,,,,1.63,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,11/16/2005,11:00:00,CST,GRAB,,,,13.2,1.9,,,,,,,,,,,,,,,47.2,,,0.84,3.46,,,,,2.12,,,,,,,,,,,,,,,,,,0.13,,,9,20,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/8/2006,14:10:00,CST,GRAB,,,,13.4,1.9,,,,,,,,,,,,,,,47.9,,,0.86,3.51,50,,,,2.69,,,,,,,,,,,,,,,,,,0.17,,,11,20,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/8/2006,12:10:00,CST,GRAB,,,,15.8,0.4,,,,,,,,,,,,,,,56.2,,,1.03,4.06,100,,,,1.85,,,,,,,,,,,,,,,,,,0.11,,,7,20,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/8/2006,10:55:00,CST,GRAB,,,,12.9,2,,,,,,,,,,,,,,,44.4,,,1.06,2.95,10,,,,1.59,,,,,,,,,,,,,,,,,,0.1,,,7,20,,,,,,,,,,
TROUT RIVER,5357245,7050002,3/8/2006,9:45:00,CST,GRAB,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/18/2006,10:25:00,CDT,GRAB,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/18/2006,9:20:00,CDT,GRAB,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/18/2006,9:00:00,CDT,GRAB,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/18/2006,12:00:00,CDT,GRAB,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,7/11/2006,12:30:00,CDT,GRAB,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,7/11/2006,13:30:00,CDT,GRAB,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,7/11/2006,14:30:00,CDT,GRAB,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,7/11/2006,11:00:00,CDT,GRAB,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/29/2012,19:00:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.05
ALLEQUASH CREEK,5357215,7050002,5/30/2012,9:40:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.074
STEVENSON CREEK,5357225,7050002,5/30/2012,8:35:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.051
NORTH CREEK,5357230,7050002,5/30/2012,7:40:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.081
ALLEQUASH CREEK,5357215,7050002,6/20/2012,9:45:00,CDT,GRAB,,,,,,,,,88,,,,5.9,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,1.14,0.091
STEVENSON CREEK,5357225,7050002,6/20/2012,10:30:00,CDT,GRAB,,,,,,,,,99,,,,4.2,,,,,,0.00013,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,0.69,0.048
NORTH CREEK,5357230,7050002,6/20/2012,11:15:00,CDT,GRAB,,,,,,,,,102,,,,6.7,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,0.65,0.059
TROUT RIVER,5357245,7050002,6/20/2012,12:00:00,CDT,GRAB,,,,,,,,,104,,,,8.6,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,0.4,0.049
ALLEQUASH CREEK,5357215,7050002,7/24/2012,11:45:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,0.132
STEVENSON CREEK,5357225,7050002,7/24/2012,12:45:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.11
NORTH CREEK,5357230,7050002,7/24/2012,14:20:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.114
TROUT RIVER,5357245,7050002,7/24/2012,15:30:00,CDT,GRAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.044
